orthogroup,assignment_status,accession,prepared_protein_id,source_protein_id,gene_id,gene_name,mapping_status
OG0000617,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414645.1,NP_414645.1,b0103,coaE,mapped
OG0000617,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001270925.1,WP_001270925.1,EFER_RS00865,coaE,mapped
OG0000617,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354956.1,WP_038354956.1,C1192_RS12465,coaE,mapped
OG0000617,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001269535.1,WP_001269535.1,EAS44_RS20100,coaE,mapped
OG0000617,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130221628.1,WP_130221628.1,FEM44_RS14995,coaE,mapped
OG0000617,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001269512.1,WP_001269512.1,AABJ99_RS19360,coaE,mapped
OG0000618,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414646.1,NP_414646.1,b0104,guaC,mapped
OG0000618,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001217325.1,WP_001217325.1,EFER_RS00870,guaC,mapped
OG0000618,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001217354.1,WP_001217354.1,C1192_RS12460,guaC,mapped
OG0000618,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001217338.1,WP_001217338.1,EAS44_RS20095,guaC,mapped
OG0000618,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130204936.1,WP_130204936.1,FEM44_RS15000,guaC,mapped
OG0000618,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021824.1,WP_039021824.1,AABJ99_RS19350,guaC,mapped
OG0000619,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414648.1,NP_414648.1,b0106,hofC,mapped
OG0000619,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000201911.1,WP_000201911.1,EFER_RS00875,hofC,mapped
OG0000619,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000157279.1,WP_000157279.1,C1192_RS12455,hofC,mapped
OG0000619,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000157254.1,WP_000157254.1,EAS44_RS20090,hofC,mapped
OG0000619,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159064.1,WP_138159064.1,FEM44_RS15005,hofC,mapped
OG0000619,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021825.1,WP_039021825.1,AABJ99_RS19345,hofC,mapped
OG0000620,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414650.1,NP_414650.1,b0108,ppdD,mapped
OG0000620,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000360917.1,WP_000360917.1,EFER_RS00885,ppdD,mapped
OG0000620,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000360899.1,WP_000360899.1,C1192_RS12445,ppdD,mapped
OG0000620,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000360914.1,WP_000360914.1,EAS44_RS20080,ppdD,mapped
OG0000620,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523785.1,WP_135523785.1,FEM44_RS15015,ppdD,mapped
OG0000620,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000360904.1,WP_000360904.1,AABJ99_RS19335,ppdD,mapped
OG0000621,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414651.1,NP_414651.1,b0109,nadC,mapped
OG0000621,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001135144.1,WP_001135144.1,EFER_RS00890,nadC,mapped
OG0000621,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354957.1,WP_038354957.1,C1192_RS12440,nadC,mapped
OG0000621,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001135168.1,WP_001135168.1,EAS44_RS20075,nadC,mapped
OG0000621,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523786.1,WP_135523786.1,FEM44_RS15020,nadC,mapped
OG0000621,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001135153.1,WP_001135153.1,AABJ99_RS19330,nadC,mapped
OG0000622,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414652.1,NP_414652.1,b0110,ampD,mapped
OG0000622,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000923695.1,WP_000923695.1,EFER_RS00895,ampD,mapped
OG0000622,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000923708.1,WP_000923708.1,C1192_RS12435,ampD,mapped
OG0000622,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000923703.1,WP_000923703.1,EAS44_RS20070,ampD,mapped
OG0000622,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130217390.1,WP_130217390.1,FEM44_RS15025,ampD,mapped
OG0000622,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000923726.1,WP_000923726.1,AABJ99_RS19325,ampD,mapped
OG0000623,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414653.1,NP_414653.1,b0111,ampE,mapped
OG0000623,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000171974.1,WP_000171974.1,EFER_RS00900,ampE,mapped
OG0000623,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354958.1,WP_038354958.1,C1192_RS12430,ampE,mapped
OG0000623,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000171983.1,WP_000171983.1,EAS44_RS20065,ampE,mapped
OG0000623,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000171986.1,WP_000171986.1,FEM44_RS15030,ampE,mapped
OG0000623,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021826.1,WP_039021826.1,AABJ99_RS19320,ampE,mapped
OG0000624,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414655.1,NP_414655.1,b0113,pdhR,mapped
OG0000624,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000331776.1,WP_000331776.1,EFER_RS00910,pdhR,mapped
OG0000624,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000331776.1,WP_000331776.1,C1192_RS12420,pdhR,mapped
OG0000624,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000331776.1,WP_000331776.1,EAS44_RS20025,pdhR,mapped
OG0000624,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000331776.1,WP_000331776.1,FEM44_RS15040,pdhR,mapped
OG0000624,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000331776.1,WP_000331776.1,AABJ99_RS19310,pdhR,mapped
OG0000625,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414656.1,NP_414656.1,b0114,aceE,mapped
OG0000625,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000003821.1,WP_000003821.1,EFER_RS00915,aceE,mapped
OG0000625,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000003835.1,WP_000003835.1,C1192_RS12410,aceE,mapped
OG0000625,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000003823.1,WP_000003823.1,EAS44_RS20020,aceE,mapped
OG0000625,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000003821.1,WP_000003821.1,FEM44_RS15045,aceE,mapped
OG0000625,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000003821.1,WP_000003821.1,AABJ99_RS19305,aceE,mapped
OG0000626,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414658.1,NP_414658.1,b0116,lpd,mapped
OG0000626,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000102485.1,WP_000102485.1,EFER_RS00925,lpdA,mapped
OG0000626,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000102487.1,WP_000102487.1,C1192_RS12400,lpdA,mapped
OG0000626,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000102485.1,WP_000102485.1,EAS44_RS20010,lpdA,mapped
OG0000626,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000102484.1,WP_000102484.1,FEM44_RS15055,lpdA,mapped
OG0000626,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000102485.1,WP_000102485.1,AABJ99_RS19295,lpdA,mapped
OG0000627,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414659.1,NP_414659.1,b0117,yacH,mapped
OG0000627,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000587613.1,WP_000587613.1,EFER_RS00930,EFER_RS00930,mapped
OG0000627,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354961.1,WP_038354961.1,C1192_RS12395,C1192_RS12395,mapped
OG0000627,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000784410.1,WP_000784410.1,EAS44_RS20005,yacH,mapped
OG0000627,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159066.1,WP_138159066.1,FEM44_RS15060,FEM44_RS15060,mapped
OG0000627,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_338387407.1,WP_338387407.1,AABJ99_RS19290,yacH,mapped
OG0000628,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414661.2,NP_414661.2,b0119,yacL,mapped
OG0000628,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000384317.1,WP_000384317.1,EFER_RS00940,yacL,mapped
OG0000628,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001517750.1,WP_001517750.1,C1192_RS12370,yacL,mapped
OG0000628,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000384306.1,WP_000384306.1,EAS44_RS19995,yacL,mapped
OG0000628,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_010350025.1,WP_010350025.1,FEM44_RS15075,yacL,mapped
OG0000628,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021872.1,WP_039021872.1,AABJ99_RS19280,yacL,mapped
OG0000629,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414662.1,NP_414662.1,b0120,speD,mapped
OG0000629,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000734288.1,WP_000734288.1,EFER_RS00945,speD,mapped
OG0000629,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000734282.1,WP_000734282.1,C1192_RS12365,speD,mapped
OG0000629,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000734302.1,WP_000734302.1,EAS44_RS19990,speD,mapped
OG0000629,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523789.1,WP_135523789.1,FEM44_RS15080,speD,mapped
OG0000629,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000734290.1,WP_000734290.1,AABJ99_RS19270,speD,mapped
OG0000630,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414663.1,NP_414663.1,b0121,speE,mapped
OG0000630,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000818399.1,WP_000818399.1,EFER_RS00950,speE,mapped
OG0000630,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000818362.1,WP_000818362.1,C1192_RS12360,speE,mapped
OG0000630,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000818405.1,WP_000818405.1,EAS44_RS19985,speE,mapped
OG0000630,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000818482.1,WP_000818482.1,FEM44_RS15085,speE,mapped
OG0000630,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_032183219.1,WP_032183219.1,AABJ99_RS19265,speE,mapped
OG0000631,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414664.4,NP_414664.4,b0122,yacC,mapped
OG0000631,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000846617.1,WP_000846617.1,EFER_RS00955,EFER_RS00955,mapped
OG0000631,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000846616.1,WP_000846616.1,C1192_RS12355,C1192_RS12355,mapped
OG0000631,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001295568.1,WP_001295568.1,EAS44_RS19980,yacC,mapped
OG0000631,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000846617.1,WP_000846617.1,FEM44_RS15090,FEM44_RS15090,mapped
OG0000631,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001295568.1,WP_001295568.1,AABJ99_RS19260,yacC,mapped
OG0000632,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414666.1,NP_414666.1,b0124,gcd,mapped
OG0000632,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_012599868.1,WP_012599868.1,EFER_RS00965,gcd,mapped
OG0000632,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354963.1,WP_038354963.1,C1192_RS12345,gcd,mapped
OG0000632,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001332319.1,WP_001332319.1,EAS44_RS19970,gcd,mapped
OG0000632,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523791.1,WP_135523791.1,FEM44_RS15100,gcd,mapped
OG0000632,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021869.1,WP_039021869.1,AABJ99_RS19250,gcd,mapped
OG0000633,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414667.4,NP_414667.4,b0125,hpt,mapped
OG0000633,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000683336.1,WP_000683336.1,EFER_RS00970,hpt,mapped
OG0000633,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000683336.1,WP_000683336.1,C1192_RS12340,hpt,mapped
OG0000633,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000683335.1,WP_000683335.1,EAS44_RS19965,hpt,mapped
OG0000633,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000683335.1,WP_000683335.1,FEM44_RS15105,hpt,mapped
OG0000633,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000683336.1,WP_000683336.1,AABJ99_RS19245,hpt,mapped
OG0000634,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414668.1,NP_414668.1,b0126,can,mapped
OG0000634,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000651599.1,WP_000651599.1,EFER_RS00975,can,mapped
OG0000634,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000651596.1,WP_000651596.1,C1192_RS12335,can,mapped
OG0000634,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000651600.1,WP_000651600.1,EAS44_RS19960,can,mapped
OG0000634,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000651596.1,WP_000651596.1,FEM44_RS15110,can,mapped
OG0000634,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000651599.1,WP_000651599.1,AABJ99_RS19240,can,mapped
OG0000635,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414669.1,NP_414669.1,b0127,yadG,mapped
OG0000635,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000150637.1,WP_000150637.1,EFER_RS00980,EFER_RS00980,mapped
OG0000635,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000150640.1,WP_000150640.1,C1192_RS12330,C1192_RS12330,mapped
OG0000635,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000150638.1,WP_000150638.1,EAS44_RS19955,yadG,mapped
OG0000635,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000150637.1,WP_000150637.1,FEM44_RS15115,FEM44_RS15115,mapped
OG0000635,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021868.1,WP_039021868.1,AABJ99_RS19235,yadG,mapped
OG0000636,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414670.1,NP_414670.1,b0128,yadH,mapped
OG0000636,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000972208.1,WP_000972208.1,EFER_RS00985,EFER_RS00985,mapped
OG0000636,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000972195.1,WP_000972195.1,C1192_RS12325,C1192_RS12325,mapped
OG0000636,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000972203.1,WP_000972203.1,EAS44_RS19950,yadH,mapped
OG0000636,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_064525104.1,WP_064525104.1,FEM44_RS15120,FEM44_RS15120,mapped
OG0000636,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000972203.1,WP_000972203.1,AABJ99_RS19230,yadH,mapped
OG0000637,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414672.1,NP_414672.1,b0130,yadE,mapped
OG0000637,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000591804.1,WP_000591804.1,EFER_RS00995,EFER_RS00995,mapped
OG0000637,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354965.1,WP_038354965.1,C1192_RS12315,C1192_RS12315,mapped
OG0000637,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000277928.1,WP_000277928.1,EAS44_RS19940,yadE,mapped
OG0000637,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135404089.1,WP_135404089.1,FEM44_RS15130,FEM44_RS15130,mapped
OG0000637,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021867.1,WP_039021867.1,AABJ99_RS19220,yadE,mapped
OG0000638,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414673.1,NP_414673.1,b0131,panD,mapped
OG0000638,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000621515.1,WP_000621515.1,EFER_RS01000,panD,mapped
OG0000638,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000621515.1,WP_000621515.1,C1192_RS12310,panD,mapped
OG0000638,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000621515.1,WP_000621515.1,EAS44_RS19935,panD,mapped
OG0000638,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000621508.1,WP_000621508.1,FEM44_RS15135,panD,mapped
OG0000638,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000621515.1,WP_000621515.1,AABJ99_RS19215,panD,mapped
OG0000639,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414675.1,NP_414675.1,b0133,panC,mapped
OG0000639,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000905379.1,WP_000905379.1,EFER_RS01015,panC,mapped
OG0000639,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000905373.1,WP_000905373.1,C1192_RS12285,panC,mapped
OG0000639,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000905380.1,WP_000905380.1,EAS44_RS19925,panC,mapped
OG0000639,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523793.1,WP_135523793.1,FEM44_RS15145,panC,mapped
OG0000639,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000905376.1,WP_000905376.1,AABJ99_RS19205,panC,mapped
OG0000640,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414676.1,NP_414676.1,b0134,panB,mapped
OG0000640,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000805475.1,WP_000805475.1,EFER_RS01020,panB,mapped
OG0000640,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354967.1,WP_038354967.1,C1192_RS12280,panB,mapped
OG0000640,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000805462.1,WP_000805462.1,EAS44_RS19920,panB,mapped
OG0000640,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523794.1,WP_135523794.1,FEM44_RS15150,panB,mapped
OG0000640,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_311022346.1,WP_311022346.1,AABJ99_RS19200,panB,mapped
OG0000641,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414678.1,NP_414678.1,b0136,yadK,mapped
OG0000641,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000553772.1,WP_000553772.1,EFER_RS01030,EFER_RS01030,mapped
OG0000641,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354970.1,WP_038354970.1,C1192_RS12265,C1192_RS12265,mapped
OG0000641,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001247917.1,WP_001247917.1,EAS44_RS19910,EAS44_RS19910,mapped
OG0000641,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523795.1,WP_135523795.1,FEM44_RS15160,FEM44_RS15160,mapped
OG0000641,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021863.1,WP_039021863.1,AABJ99_RS19190,AABJ99_RS19190,mapped
OG0000642,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414679.1,NP_414679.1,b0137,yadL,mapped
OG0000642,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_105223358.1,WP_105223358.1,EFER_RS01035,yadL,mapped
OG0000642,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354971.1,WP_038354971.1,C1192_RS12260,C1192_RS12260,mapped
OG0000642,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001298424.1,WP_001298424.1,EAS44_RS19905,yadL,mapped
OG0000642,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523821.1,WP_135523821.1,FEM44_RS15165,yadL,mapped
OG0000642,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021862.1,WP_039021862.1,AABJ99_RS19185,AABJ99_RS19185,mapped
OG0000643,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414680.4,NP_414680.4,b0138,yadM,mapped
OG0000643,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000594336.1,WP_000594336.1,EFER_RS01040,EFER_RS01040,mapped
OG0000643,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354972.1,WP_038354972.1,C1192_RS12255,C1192_RS12255,mapped
OG0000643,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000591065.1,WP_000591065.1,EAS44_RS19900,EAS44_RS19900,mapped
OG0000643,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523796.1,WP_135523796.1,FEM44_RS15170,FEM44_RS15170,mapped
OG0000643,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021861.1,WP_039021861.1,AABJ99_RS19180,AABJ99_RS19180,mapped
OG0000644,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414683.1,NP_414683.1,b0141,yadN,mapped
OG0000644,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000038429.1,WP_000038429.1,EFER_RS01055,EFER_RS01055,mapped
OG0000644,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354974.1,WP_038354974.1,C1192_RS12240,C1192_RS12240,mapped
OG0000644,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001314434.1,WP_001314434.1,EAS44_RS19885,EAS44_RS19885,mapped
OG0000644,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523799.1,WP_135523799.1,FEM44_RS15185,FEM44_RS15185,mapped
OG0000644,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_338387404.1,WP_338387404.1,AABJ99_RS19165,AABJ99_RS19165,mapped
OG0000645,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414684.1,NP_414684.1,b0142,folK,mapped
OG0000645,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000150769.1,WP_000150769.1,EFER_RS01060,folK,mapped
OG0000645,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000215161.1,WP_000215161.1,C1192_RS12235,folK,mapped
OG0000645,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000215153.1,WP_000215153.1,EAS44_RS19880,folK,mapped
OG0000645,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523800.1,WP_135523800.1,FEM44_RS15190,folK,mapped
OG0000645,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021858.1,WP_039021858.1,AABJ99_RS19160,folK,mapped
OG0000646,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414685.4,NP_414685.4,b0143,pcnB,mapped
OG0000646,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_206748349.1,WP_206748349.1,EFER_RS01065,pcnB,mapped
OG0000646,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_206196644.1,WP_206196644.1,C1192_RS12230,pcnB,mapped
OG0000646,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_010723084.1,WP_010723084.1,EAS44_RS19875,pcnB,mapped
OG0000646,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_205713487.1,WP_205713487.1,FEM44_RS15195,pcnB,mapped
OG0000646,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_203369798.1,WP_203369798.1,AABJ99_RS19155,pcnB,mapped
OG0000647,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414686.3,NP_414686.3,b0144,gluQ,mapped
OG0000647,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000132641.1,WP_000132641.1,EFER_RS01070,gluQRS,mapped
OG0000647,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_032141541.1,WP_032141541.1,C1192_RS12225,gluQRS,mapped
OG0000647,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001339550.1,WP_001339550.1,EAS44_RS19870,gluQRS,mapped
OG0000647,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_167850685.1,WP_167850685.1,FEM44_RS15200,gluQRS,mapped
OG0000647,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_032302439.1,WP_032302439.1,AABJ99_RS19150,gluQRS,mapped
OG0000648,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414687.1,NP_414687.1,b0145,dksA,mapped
OG0000648,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001155227.1,WP_001155227.1,EFER_RS01075,dksA,mapped
OG0000648,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001155227.1,WP_001155227.1,C1192_RS12220,dksA,mapped
OG0000648,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001155227.1,WP_001155227.1,EAS44_RS19865,dksA,mapped
OG0000648,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_001155227.1,WP_001155227.1,FEM44_RS15205,dksA,mapped
OG0000648,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001155227.1,WP_001155227.1,AABJ99_RS19145,dksA,mapped
OG0000649,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414689.4,NP_414689.4,b0147,thpR,mapped
OG0000649,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000016488.1,WP_000016488.1,EFER_RS01085,thpR,mapped
OG0000649,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001294671.1,WP_001294671.1,C1192_RS12210,thpR,mapped
OG0000649,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001294708.1,WP_001294708.1,EAS44_RS19855,thpR,mapped
OG0000649,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523803.1,WP_135523803.1,FEM44_RS15215,thpR,mapped
OG0000649,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001294670.1,WP_001294670.1,AABJ99_RS19135,thpR,mapped
OG0000650,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414692.1,NP_414692.1,b0150,fhuA,mapped
OG0000650,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000124384.1,WP_000124384.1,EFER_RS01100,fhuA,mapped
OG0000650,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354975.1,WP_038354975.1,C1192_RS12195,fhuA,mapped
OG0000650,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000035485.1,WP_000035485.1,EAS44_RS19840,fhuA,mapped
OG0000650,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523806.1,WP_135523806.1,FEM44_RS15230,fhuA,mapped
OG0000650,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_160524101.1,WP_160524101.1,AABJ99_RS19100,fhuA,mapped
OG0000651,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_414693.1,NP_414693.1,b0151,fhuC,mapped
OG0000651,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001158929.1,WP_001158929.1,EFER_RS01105,fhuC,mapped
OG0000651,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354976.1,WP_038354976.1,C1192_RS12190,fhuC,mapped
