orthogroup,accession_a,protein_a,gene_a,accession_b,protein_b,gene_b
OG0002968,GCF_000005845.2,GCF_000005845.2__YP_001165321.1,b4602,GCF_002900365.1,GCF_002900365.1__WP_052462981.1,C1192_RS03955
OG0002969,GCF_000005845.2,GCF_000005845.2__YP_001165325.1,b4606,GCF_002900365.1,GCF_002900365.1__WP_001386977.1,C1192_RS23115
OG0002970,GCF_000005845.2,GCF_000005845.2__YP_001165328.2,b4613,GCF_002900365.1,GCF_002900365.1__WP_001295215.1,C1192_RS15415
OG0002971,GCF_000005845.2,GCF_000005845.2__YP_001165334.1,b4622,GCF_002900365.1,GCF_002900365.1__WP_001517588.1,C1192_RS19540
OG0002972,GCF_000005845.2,GCF_000005845.2__YP_001491546.1,b4637,GCF_002900365.1,GCF_002900365.1__WP_010380762.1,C1192_RS09300
OG0002973,GCF_000005845.2,GCF_000005845.2__YP_002791238.1,b4671,GCF_002900365.1,GCF_002900365.1__WP_000662202.1,C1192_RS11230
OG0002974,GCF_000005845.2,GCF_000005845.2__YP_002791242.1,b4676,GCF_002900365.1,GCF_002900365.1__WP_001219350.1,C1192_RS03355
OG0002975,GCF_000005845.2,GCF_000005845.2__YP_002791243.1,b4675,GCF_002900365.1,GCF_002900365.1__WP_001386836.1,C1192_RS03350
OG0002976,GCF_000005845.2,GCF_000005845.2__YP_002791246.1,b4678,GCF_002900365.1,GCF_002900365.1__WP_097433929.1,C1192_RS01825
OG0002977,GCF_000005845.2,GCF_000005845.2__YP_002791249.1,b4679,GCF_002900365.1,GCF_002900365.1__WP_000691708.1,C1192_RS26260
OG0002978,GCF_000005845.2,GCF_000005845.2__YP_002791250.1,b4680,GCF_002900365.1,GCF_002900365.1__WP_010723117.1,C1192_RS23565
OG0002979,GCF_000005845.2,GCF_000005845.2__YP_002791258.1,b4685,GCF_002900365.1,GCF_002900365.1__WP_010723222.1,C1192_RS13550
OG0002980,GCF_000005845.2,GCF_000005845.2__YP_002791259.1,b4669,GCF_002900365.1,GCF_002900365.1__WP_101958050.1,C1192_RS16730
OG0002981,GCF_000005845.2,GCF_000005845.2__YP_002791260.1,b4686,GCF_002900365.1,GCF_002900365.1__WP_001517351.1,C1192_RS16170
OG0002982,GCF_000005845.2,GCF_000005845.2__YP_004831120.1,b4703,GCF_002900365.1,GCF_002900365.1__WP_001517597.1,C1192_RS25925
OG0002983,GCF_000005845.2,GCF_000005845.2__YP_009029995.1,b4705,GCF_002900365.1,GCF_002900365.1__WP_001001759.1,C1192_RS08235
OG0002984,GCF_000005845.2,GCF_000005845.2__YP_009518738.1,b4728,GCF_002900365.1,GCF_002900365.1__WP_122983118.1,C1192_RS25155
OG0002985,GCF_000005845.2,GCF_000005845.2__YP_009518759.1,b4735,GCF_002900365.1,GCF_002900365.1__WP_122983127.1,C1192_RS25115
OG0002986,GCF_000005845.2,GCF_000005845.2__YP_009518771.1,b4741,GCF_002900365.1,GCF_002900365.1__WP_122983110.1,C1192_RS25075
OG0002987,GCF_000005845.2,GCF_000005845.2__YP_009518775.1,b4743,GCF_002900365.1,GCF_002900365.1__WP_001296046.1,C1192_RS05430
OG0002988,GCF_000005845.2,GCF_000005845.2__YP_009518795.2,b4751,GCF_002900365.1,GCF_002900365.1__WP_269471531.1,C1192_RS25870
OG0002989,GCF_000005845.2,GCF_000005845.2__YP_009518800.1,b2122,GCF_002900365.1,GCF_002900365.1__WP_103194763.1,C1192_RS01350
OG0002990,GCF_000005845.2,GCF_000005845.2__YP_009518806.1,b4725,GCF_002900365.1,GCF_002900365.1__WP_010378892.1,C1192_RS25225
OG0002991,GCF_000005845.2,GCF_000005845.2__YP_009518813.1,b4754,GCF_002900365.1,GCF_002900365.1__WP_122983120.1,C1192_RS25200
OG0002992,GCF_000005845.2,GCF_000005845.2__YP_009518816.1,b4755,GCF_002900365.1,GCF_002900365.1__WP_038354411.1,C1192_RS20505
OG0002993,GCF_000005845.2,GCF_000005845.2__YP_009518818.1,b4756,GCF_002900365.1,GCF_002900365.1__WP_052462988.1,C1192_RS25935
OG0002994,GCF_000005845.2,GCF_000005845.2__YP_009518819.1,b3427,GCF_002900365.1,GCF_002900365.1__WP_038355339.1,C1192_RS15015
OG0002995,GCF_000005845.2,GCF_000005845.2__YP_009518822.1,b3643,GCF_002900365.1,GCF_002900365.1__WP_001247086.1,C1192_RS17415
OG0002996,GCF_000005845.2,GCF_000005845.2__YP_009518826.1,b4757,GCF_002900365.1,GCF_002900365.1__WP_122983130.1,C1192_RS26210
OG0002997,GCF_000005845.2,GCF_000005845.2__YP_009518827.1,b3782,GCF_002900365.1,GCF_002900365.1__WP_052463051.1,C1192_RS16660
OG0002998,GCF_000005845.2,GCF_000005845.2__YP_009518833.1,b4715,GCF_002900365.1,GCF_002900365.1__WP_010378310.1,C1192_RS13320
OG0002999,GCF_000005845.2,GCF_000005845.2__YP_010051173.1,b4765,GCF_002900365.1,GCF_002900365.1__WP_214678600.1,C1192_RS25500
OG0003000,GCF_000005845.2,GCF_000005845.2__YP_010051195.1,b4784,GCF_002900365.1,GCF_002900365.1__WP_269446598.1,C1192_RS25945
OG0003001,GCF_000005845.2,GCF_000005845.2__YP_010051197.1,b2969,GCF_002900365.1,GCF_002900365.1__WP_038355926.1,C1192_RS24090
OG0003002,GCF_000005845.2,GCF_000005845.2__YP_010051199.1,b2970,GCF_002900365.1,GCF_002900365.1__WP_038355917.1,C1192_RS24135
OG0003003,GCF_000005845.2,GCF_000005845.2__YP_010051203.1,b4790,GCF_002900365.1,GCF_002900365.1__WP_214678606.1,C1192_RS25505
OG0003004,GCF_000005845.2,GCF_000005845.2__YP_010051213.1,b4799,GCF_002900365.1,GCF_002900365.1__WP_211180520.1,C1192_RS25510
OG0003005,GCF_000005845.2,GCF_000005845.2__YP_010283910.1,b4817,GCF_002900365.1,GCF_002900365.1__WP_256734191.1,C1192_RS25595
OG0003006,GCF_000005845.2,GCF_000005845.2__YP_010283914.1,b4812,GCF_002900365.1,GCF_002900365.1__WP_242664687.1,C1192_RS25760
OG0003007,GCF_000005845.2,GCF_000005845.2__YP_025294.2,b0077,GCF_002900365.1,GCF_002900365.1__WP_000425629.1,C1192_RS12585
OG0003008,GCF_000005845.2,GCF_000005845.2__YP_025300.1,b1246,GCF_002900365.1,GCF_002900365.1__WP_000110968.1,C1192_RS05865
OG0003009,GCF_000005845.2,GCF_000005845.2__YP_025302.1,b1521,GCF_002900365.1,GCF_002900365.1__WP_016248689.1,C1192_RS04895
OG0003010,GCF_000005845.2,GCF_000005845.2__YP_025303.1,b4409,GCF_002900365.1,GCF_002900365.1__WP_032141301.1,C1192_RS04135
OG0003011,GCF_000005845.2,GCF_000005845.2__YP_025304.1,b1641,GCF_002900365.1,GCF_002900365.1__WP_000597202.1,C1192_RS04040
OG0003012,GCF_000005845.2,GCF_000005845.2__YP_025305.1,b1647,GCF_002900365.1,GCF_002900365.1__WP_038354311.1,C1192_RS04010
OG0003013,GCF_000005845.2,GCF_000005845.2__YP_025306.1,b1660,GCF_002900365.1,GCF_002900365.1__WP_038354309.1,C1192_RS03935
OG0003014,GCF_000005845.2,GCF_000005845.2__YP_025307.1,b1663,GCF_002900365.1,GCF_002900365.1__WP_001174974.1,C1192_RS03920
OG0003015,GCF_000005845.2,GCF_000005845.2__YP_025308.1,b1732,GCF_002900365.1,GCF_002900365.1__WP_038354298.1,C1192_RS03640
OG0003016,GCF_000005845.2,GCF_000005845.2__YP_025309.2,b1874,GCF_002900365.1,GCF_002900365.1__WP_038355600.1,C1192_RS02525
OG0003017,GCF_000005845.2,GCF_000005845.2__YP_026160.1,b4406,GCF_002900365.1,GCF_002900365.1__WP_000417058.1,C1192_RS11975
OG0003018,GCF_000005845.2,GCF_000005845.2__YP_026161.1,b1831,GCF_002900365.1,GCF_002900365.1__WP_000431382.1,C1192_RS03150
OG0003019,GCF_000005845.2,GCF_000005845.2__YP_026162.2,b4460,GCF_002900365.1,GCF_002900365.1__WP_000100211.1,C1192_RS02415
OG0003020,GCF_000005845.2,GCF_000005845.2__YP_026168.2,b2423,GCF_002900365.1,GCF_002900365.1__WP_038355454.1,C1192_RS23305
OG0003021,GCF_000005845.2,GCF_000005845.2__YP_026169.1,b2530,GCF_002900365.1,GCF_002900365.1__WP_001295373.1,C1192_RS22850
OG0003022,GCF_000005845.2,GCF_000005845.2__YP_026170.1,b2557,GCF_002900365.1,GCF_002900365.1__WP_038354384.1,C1192_RS22740
OG0003023,GCF_000005845.2,GCF_000005845.2__YP_026171.3,b4461,GCF_002900365.1,GCF_002900365.1__WP_010723175.1,C1192_RS22450
OG0003024,GCF_000005845.2,GCF_000005845.2__YP_026172.1,b2616,GCF_002900365.1,GCF_002900365.1__WP_038355751.1,C1192_RS22430
OG0003025,GCF_000005845.2,GCF_000005845.2__YP_026187.1,b4465,GCF_002900365.1,GCF_002900365.1__WP_038355778.1,C1192_RS20915
OG0003026,GCF_000005845.2,GCF_000005845.2__YP_026189.1,b4466,GCF_002900365.1,GCF_002900365.1__WP_038355914.1,C1192_RS24150
OG0003027,GCF_000005845.2,GCF_000005845.2__YP_026196.1,b4469,GCF_002900365.1,GCF_002900365.1__WP_001517106.1,C1192_RS20435
OG0003028,GCF_000005845.2,GCF_000005845.2__YP_026201.1,b3088,GCF_002900365.1,GCF_002900365.1__WP_001098824.1,C1192_RS19825
OG0003029,GCF_000005845.2,GCF_000005845.2__YP_026202.1,b4470,GCF_002900365.1,GCF_002900365.1__WP_000483437.1,C1192_RS19920
OG0003030,GCF_000005845.2,GCF_000005845.2__YP_026207.1,b3210,GCF_002900365.1,GCF_002900365.1__WP_000809746.1,C1192_RS13800
OG0003031,GCF_000005845.2,GCF_000005845.2__YP_026208.1,b4472,GCF_002900365.1,GCF_002900365.1__WP_038355793.1,C1192_RS14120
OG0003032,GCF_000005845.2,GCF_000005845.2__YP_026209.1,b3269,GCF_002900365.1,GCF_002900365.1__WP_038355785.1,C1192_RS14265
OG0003033,GCF_000005845.2,GCF_000005845.2__YP_026210.1,b3283,GCF_002900365.1,GCF_002900365.1__WP_001517199.1,C1192_RS14325
OG0003034,GCF_000005845.2,GCF_000005845.2__YP_026212.2,b3367,GCF_002900365.1,GCF_002900365.1__WP_000493561.1,C1192_RS14705
OG0003035,GCF_000005845.2,GCF_000005845.2__YP_026214.1,b3383,GCF_002900365.1,GCF_002900365.1__WP_001254804.1,C1192_RS14755
OG0003036,GCF_000005845.2,GCF_000005845.2__YP_026215.2,b3390,GCF_002900365.1,GCF_002900365.1__WP_000818619.1,C1192_RS14795
OG0003037,GCF_000005845.2,GCF_000005845.2__YP_026216.2,b3406,GCF_002900365.1,GCF_002900365.1__WP_001517234.1,C1192_RS14885
OG0003038,GCF_000005845.2,GCF_000005845.2__YP_026218.1,b3417,GCF_002900365.1,GCF_002900365.1__WP_000081932.1,C1192_RS14960
OG0003039,GCF_000005845.2,GCF_000005845.2__YP_026219.1,b4475,GCF_002900365.1,GCF_002900365.1__WP_001517239.1,C1192_RS14970
OG0003040,GCF_000005845.2,GCF_000005845.2__YP_026221.1,b4476,GCF_002900365.1,GCF_002900365.1__WP_038354344.1,C1192_RS15105
OG0003041,GCF_000005845.2,GCF_000005845.2__YP_026225.1,b3486,GCF_002900365.1,GCF_002900365.1__WP_001517282.1,C1192_RS15350
OG0003042,GCF_000005845.2,GCF_000005845.2__YP_026228.1,b3552,GCF_002900365.1,GCF_002900365.1__WP_000747625.1,C1192_RS15790
OG0003044,GCF_000005845.2,GCF_000005845.2__YP_026230.1,b3570,GCF_002900365.1,GCF_002900365.1__WP_001517329.1,C1192_RS15890
OG0003045,GCF_000005845.2,GCF_000005845.2__YP_026239.1,b4479,GCF_002900365.1,GCF_002900365.1__WP_001517430.1,C1192_RS17055
OG0003046,GCF_000005845.2,GCF_000005845.2__YP_026240.1,b3696,GCF_002900365.1,GCF_002900365.1__WP_016249431.1,C1192_RS17050
OG0003047,GCF_000005845.2,GCF_000005845.2__YP_026241.1,b3699,GCF_002900365.1,GCF_002900365.1__WP_000072079.1,C1192_RS17035
OG0003048,GCF_000005845.2,GCF_000005845.2__YP_026243.1,b3745,GCF_002900365.1,GCF_002900365.1__WP_038355418.1,C1192_RS16835
OG0003049,GCF_000005845.2,GCF_000005845.2__YP_026244.1,b3747,GCF_002900365.1,GCF_002900365.1__WP_038355419.1,C1192_RS16825
OG0003050,GCF_000005845.2,GCF_000005845.2__YP_026245.1,b3755,GCF_002900365.1,GCF_002900365.1__WP_001131156.1,C1192_RS16785
OG0003051,GCF_000005845.2,GCF_000005845.2__YP_026246.1,b4480,GCF_002900365.1,GCF_002900365.1__WP_000379233.1,C1192_RS16750
OG0003052,GCF_000005845.2,GCF_000005845.2__YP_026247.1,b3770,GCF_002900365.1,GCF_002900365.1__WP_000208520.1,C1192_RS16715
OG0003053,GCF_000005845.2,GCF_000005845.2__YP_026248.1,b3771,GCF_002900365.1,GCF_002900365.1__WP_038355362.1,C1192_RS16710
OG0003054,GCF_000005845.2,GCF_000005845.2__YP_026251.1,b3778,GCF_002900365.1,GCF_002900365.1__WP_038355364.1,C1192_RS16685
OG0003055,GCF_000005845.2,GCF_000005845.2__YP_026252.1,b3779,GCF_002900365.1,GCF_002900365.1__WP_001517408.1,C1192_RS16680
OG0003056,GCF_000005845.2,GCF_000005845.2__YP_026254.1,b3787,GCF_002900365.1,GCF_002900365.1__WP_038355366.1,C1192_RS16630
OG0003057,GCF_000005845.2,GCF_000005845.2__YP_026256.2,b3790,GCF_002900365.1,GCF_002900365.1__WP_038355367.1,C1192_RS16615
OG0003058,GCF_000005845.2,GCF_000005845.2__YP_026257.1,b4481,GCF_002900365.1,GCF_002900365.1__WP_001517399.1,C1192_RS16600
OG0003059,GCF_000005845.2,GCF_000005845.2__YP_026258.1,b3795,GCF_002900365.1,GCF_002900365.1__WP_000774725.1,C1192_RS16585
OG0003060,GCF_000005845.2,GCF_000005845.2__YP_026259.1,b3800,GCF_002900365.1,GCF_002900365.1__WP_038355369.1,C1192_RS16560
OG0003061,GCF_000005845.2,GCF_000005845.2__YP_026260.1,b3805,GCF_002900365.1,GCF_002900365.1__WP_010377386.1,C1192_RS16530
OG0003062,GCF_000005845.2,GCF_000005845.2__YP_026261.1,b4482,GCF_002900365.1,GCF_002900365.1__WP_241482964.1,C1192_RS16470
OG0003063,GCF_000005845.2,GCF_000005845.2__YP_026262.1,b3819,GCF_002900365.1,GCF_002900365.1__WP_000380004.1,C1192_RS16450
OG0003064,GCF_000005845.2,GCF_000005845.2__YP_026265.1,b3824,GCF_002900365.1,GCF_002900365.1__WP_000142511.1,C1192_RS16425
OG0003065,GCF_000005845.2,GCF_000005845.2__YP_026266.1,b3825,GCF_002900365.1,GCF_002900365.1__WP_038355377.1,C1192_RS16420
OG0003066,GCF_000005845.2,GCF_000005845.2__YP_026267.1,b3826,GCF_002900365.1,GCF_002900365.1__WP_000285344.1,C1192_RS16415
OG0003067,GCF_000005845.2,GCF_000005845.2__YP_026268.1,b3830,GCF_002900365.1,GCF_002900365.1__WP_038355384.1,C1192_RS16355
OG0003068,GCF_000005845.2,GCF_000005845.2__YP_026269.1,b3833,GCF_002900365.1,GCF_002900365.1__WP_000227958.1,C1192_RS16340
OG0003069,GCF_000005845.2,GCF_000005845.2__YP_026270.1,b3838,GCF_002900365.1,GCF_002900365.1__WP_000459603.1,C1192_RS16320
OG0003070,GCF_000005845.2,GCF_000005845.2__YP_026271.1,b4483,GCF_002900365.1,GCF_002900365.1__WP_010377432.1,C1192_RS16310
OG0003071,GCF_000005845.2,GCF_000005845.2__YP_026273.1,b3849,GCF_002900365.1,GCF_002900365.1__WP_000545680.1,C1192_RS16270
OG0003072,GCF_000005845.2,GCF_000005845.2__YP_026274.1,b3871,GCF_002900365.1,GCF_002900365.1__WP_000570678.1,C1192_RS16145
OG0003073,GCF_000005845.2,GCF_000005845.2__YP_026276.1,b3903,GCF_002900365.1,GCF_002900365.1__WP_038355009.1,C1192_RS17715
OG0003074,GCF_000005845.2,GCF_000005845.2__YP_026277.1,b4484,GCF_002900365.1,GCF_002900365.1__WP_001517491.1,C1192_RS17775
OG0003075,GCF_000005845.2,GCF_000005845.2__YP_026278.1,b3947,GCF_002900365.1,GCF_002900365.1__WP_001185149.1,C1192_RS17975
OG0003076,GCF_000005845.2,GCF_000005845.2__YP_026279.1,b4407,GCF_002900365.1,GCF_002900365.1__WP_001166252.1,C1192_RS18235
OG0003077,GCF_000005845.2,GCF_000005845.2__YP_026280.1,b3996,GCF_002900365.1,GCF_002900365.1__WP_000373924.1,C1192_RS18260
OG0003078,GCF_000005845.2,GCF_000005845.2__YP_026281.1,b4487,GCF_002900365.1,GCF_002900365.1__WP_038354695.1,C1192_RS19495
OG0003079,GCF_000005845.2,GCF_000005845.2__YP_026286.1,b4485,GCF_002900365.1,GCF_002900365.1__WP_038354672.1,C1192_RS19690
OG0003080,GCF_000005845.2,GCF_000005845.2__YP_026287.1,b4256,GCF_002900365.1,GCF_002900365.1__WP_001468314.1,C1192_RS20160
OG0003081,GCF_000005845.2,GCF_000005845.2__YP_588441.1,b4511,GCF_002900365.1,GCF_002900365.1__WP_038355230.1,C1192_RS09790
OG0003082,GCF_000005845.2,GCF_000005845.2__YP_588443.1,b4513,GCF_002900365.1,GCF_002900365.1__WP_001272653.1,C1192_RS09245
OG0003083,GCF_000005845.2,GCF_000005845.2__YP_588444.1,b4515,GCF_002900365.1,GCF_002900365.1__WP_000270283.1,C1192_RS08670
OG0003084,GCF_000005845.2,GCF_000005845.2__YP_588447.1,b4520,GCF_002900365.1,GCF_002900365.1__WP_038355934.1,C1192_RS06435
OG0003085,GCF_000005845.2,GCF_000005845.2__YP_588449.3,b4522,GCF_002900365.1,GCF_002900365.1__WP_077784537.1,C1192_RS05700
OG0003086,GCF_000005845.2,GCF_000005845.2__YP_588450.2,b4523,GCF_002900365.1,GCF_002900365.1__WP_052463018.1,C1192_RS05695
OG0003087,GCF_000005845.2,GCF_000005845.2__YP_588453.1,b4529,GCF_002900365.1,GCF_002900365.1__WP_001200698.1,C1192_RS05390
OG0003088,GCF_000005845.2,GCF_000005845.2__YP_588455.2,b4535,GCF_002900365.1,GCF_002900365.1__WP_001142445.1,C1192_RS03690
OG0003089,GCF_000005845.2,GCF_000005845.2__YP_588460.1,b4542,GCF_002900365.1,GCF_002900365.1__WP_001216965.1,C1192_RS01320
OG0003090,GCF_000005845.2,GCF_000005845.2__YP_588461.1,b4502,GCF_002900365.1,GCF_002900365.1__WP_001516722.1,C1192_RS01070
OG0003091,GCF_000005845.2,GCF_000005845.2__YP_588462.1,b4544,GCF_002900365.1,GCF_002900365.1__WP_038355046.1,C1192_RS00595
OG0003092,GCF_000005845.2,GCF_000005845.2__YP_588464.1,b4546,GCF_002900365.1,GCF_002900365.1__WP_000410201.1,C1192_RS23405
OG0003093,GCF_000005845.2,GCF_000005845.2__YP_588465.1,b4547,GCF_002900365.1,GCF_002900365.1__WP_000383836.1,C1192_RS23100
OG0003094,GCF_000005845.2,GCF_000005845.2__YP_588467.1,b4550,GCF_002900365.1,GCF_002900365.1__WP_000092705.1,C1192_RS14365
OG0003095,GCF_000005845.2,GCF_000005845.2__YP_588468.1,b4551,GCF_002900365.1,GCF_002900365.1__WP_001007731.1,C1192_RS14600
OG0003096,GCF_000005845.2,GCF_000005845.2__YP_588469.1,b4553,GCF_002900365.1,GCF_002900365.1__WP_038355718.1,C1192_RS15840
OG0003097,GCF_000005845.2,GCF_000005845.2__YP_588470.1,b4554,GCF_002900365.1,GCF_002900365.1__WP_010376448.1,C1192_RS17635
OG0003098,GCF_000005845.2,GCF_000005845.2__YP_588471.1,b4555,GCF_002900365.1,GCF_002900365.1__WP_000843473.1,C1192_RS17195
OG0003099,GCF_000005845.2,GCF_000005845.2__YP_588472.1,b4557,GCF_002900365.1,GCF_002900365.1__WP_001307474.1,C1192_RS17000
OG0003100,GCF_000005845.2,GCF_000005845.2__YP_588473.1,b4558,GCF_002900365.1,GCF_002900365.1__WP_000799886.1,C1192_RS16500
OG0003101,GCF_000005845.2,GCF_000005845.2__YP_588478.1,b4567,GCF_002900365.1,GCF_002900365.1__WP_154663964.1,C1192_RS13150
OG0003102,GCF_000005845.2,GCF_000005845.2__YP_588479.2,b4568,GCF_002900365.1,GCF_002900365.1__WP_000490275.1,C1192_RS13100
OG0003121,GCF_000005845.2,GCF_000005845.2__NP_415464.4,b0944,GCF_002900365.1,GCF_002900365.1__WP_016249295.1,C1192_RS15025
OG0003122,GCF_000005845.2,GCF_000005845.2__NP_414682.1,b0140,GCF_002900365.1,GCF_002900365.1__WP_052463032.1,C1192_RS12245
OG0003123,GCF_000005845.2,GCF_000005845.2__NP_415245.1,b0717,GCF_002900365.1,GCF_002900365.1__WP_038355812.1,C1192_RS09120
OG0003124,GCF_000005845.2,GCF_000005845.2__NP_417682.1,b3215,GCF_002900365.1,GCF_002900365.1__WP_038354431.1,C1192_RS06770
OG0003127,GCF_000005845.2,GCF_000005845.2__NP_416808.1,b2305,GCF_002900365.1,GCF_002900365.1__WP_038354601.1,C1192_RS00340
OG0003128,GCF_000005845.2,GCF_000005845.2__YP_009518786.1,b1543,GCF_002900365.1,GCF_002900365.1__WP_038354712.1,C1192_RS18585
OG0003133,GCF_000005845.2,GCF_000005845.2__NP_417083.1,b2592,GCF_002900365.1,GCF_002900365.1__WP_001516905.1,C1192_RS22550
OG0003141,GCF_000005845.2,GCF_000005845.2__NP_416004.1,b1487,GCF_002900365.1,GCF_002900365.1__WP_038354732.1,C1192_RS18775
OG0003146,GCF_000005845.2,GCF_000005845.2__NP_417595.1,b3126,GCF_002900365.1,GCF_002900365.1__WP_001058055.1,C1192_RS19985
OG0003148,GCF_000005845.2,GCF_000005845.2__NP_417405.1,b2930,GCF_002900365.1,GCF_002900365.1__WP_038355779.1,C1192_RS20920
OG0003150,GCF_000005845.2,GCF_000005845.2__NP_418389.1,b3954,GCF_002900365.1,GCF_002900365.1__WP_000274587.1,C1192_RS18005
OG0003154,GCF_000005845.2,GCF_000005845.2__NP_416669.1,b2164,GCF_002900365.1,GCF_002900365.1__WP_038355332.1,C1192_RS01110
OG0003156,GCF_000005845.2,GCF_000005845.2__NP_415181.1,b0648,GCF_002900365.1,GCF_002900365.1__WP_016263043.1,C1192_RS09480
OG0003157,GCF_000005845.2,GCF_000005845.2__NP_415244.4,b0716,GCF_002900365.1,GCF_002900365.1__WP_001272413.1,C1192_RS09125
OG0003158,GCF_000005845.2,GCF_000005845.2__NP_415247.1,b0719,GCF_002900365.1,GCF_002900365.1__WP_000472404.1,C1192_RS09110
OG0003159,GCF_000005845.2,GCF_000005845.2__NP_415892.1,b1374,GCF_002900365.1,GCF_002900365.1__WP_000086527.1,C1192_RS05015
OG0003159,GCF_000005845.2,GCF_000005845.2__NP_416063.1,b1545,GCF_002900365.1,GCF_002900365.1__WP_000086527.1,C1192_RS05015
OG0003160,GCF_000005845.2,GCF_000005845.2__NP_416957.4,b2462,GCF_002900365.1,GCF_002900365.1__WP_000356954.1,C1192_RS23170
OG0003162,GCF_000005845.2,GCF_000005845.2__YP_026238.1,b4477,GCF_002900365.1,GCF_002900365.1__WP_001198729.1,C1192_RS17065
OG0003167,GCF_000005845.2,GCF_000005845.2__NP_418768.1,b4348,GCF_002900365.1,GCF_002900365.1__WP_038354907.1,C1192_RS13275
OG0003168,GCF_000005845.2,GCF_000005845.2__NP_417990.4,b3533,GCF_002900365.1,GCF_002900365.1__WP_038354811.1,C1192_RS15665
OG0003170,GCF_000005845.2,GCF_000005845.2__NP_414571.1,b0030,GCF_002900365.1,GCF_002900365.1__WP_038354932.1,C1192_RS12835
OG0003173,GCF_000005845.2,GCF_000005845.2__NP_414704.4,b0162,GCF_002900365.1,GCF_002900365.1__WP_000929415.1,C1192_RS12125
OG0003174,GCF_000005845.2,GCF_000005845.2__NP_414706.2,b0164,GCF_002900365.1,GCF_002900365.1__WP_038354618.1,C1192_RS12115
OG0003177,GCF_000005845.2,GCF_000005845.2__NP_414840.1,b0306,GCF_002900365.1,GCF_002900365.1__WP_001102096.1,C1192_RS11110
OG0003178,GCF_000005845.2,GCF_000005845.2__NP_414841.1,b0307,GCF_002900365.1,GCF_002900365.1__WP_000023937.1,C1192_RS11105
OG0003179,GCF_000005845.2,GCF_000005845.2__NP_414842.4,b0308,GCF_002900365.1,GCF_002900365.1__WP_000370394.1,C1192_RS11100
OG0003180,GCF_000005845.2,GCF_000005845.2__NP_414879.3,b0345,GCF_002900365.1,GCF_002900365.1__WP_038354642.1,C1192_RS10945
OG0003181,GCF_000005845.2,GCF_000005845.2__NP_414881.1,b0347,GCF_002900365.1,GCF_002900365.1__WP_038354639.1,C1192_RS10925
OG0003182,GCF_000005845.2,GCF_000005845.2__NP_414884.2,b0350,GCF_002900365.1,GCF_002900365.1__WP_038354637.1,C1192_RS10910
OG0003185,GCF_000005845.2,GCF_000005845.2__NP_414930.3,b0396,GCF_002900365.1,GCF_002900365.1__WP_052462990.1,C1192_RS10690
OG0003187,GCF_000005845.2,GCF_000005845.2__NP_414992.1,b0459,GCF_002900365.1,GCF_002900365.1__WP_000102537.1,C1192_RS10340
OG0003190,GCF_000005845.2,GCF_000005845.2__NP_415038.1,b0505,GCF_002900365.1,GCF_002900365.1__WP_038355874.1,C1192_RS10060
OG0003191,GCF_000005845.2,GCF_000005845.2__NP_415039.1,b0506,GCF_002900365.1,GCF_002900365.1__WP_000141275.1,C1192_RS10055
OG0003192,GCF_000005845.2,GCF_000005845.2__NP_415040.1,b0507,GCF_002900365.1,GCF_002900365.1__WP_038355873.1,C1192_RS10050
OG0003193,GCF_000005845.2,GCF_000005845.2__NP_415041.1,b0508,GCF_002900365.1,GCF_002900365.1__WP_000943579.1,C1192_RS10045
OG0003194,GCF_000005845.2,GCF_000005845.2__NP_415044.4,b0511,GCF_002900365.1,GCF_002900365.1__WP_038355872.1,C1192_RS10035
OG0003195,GCF_000005845.2,GCF_000005845.2__NP_415046.4,b0513,GCF_002900365.1,GCF_002900365.1__WP_001515923.1,C1192_RS10010
OG0003196,GCF_000005845.2,GCF_000005845.2__NP_415048.1,b0515,GCF_002900365.1,GCF_002900365.1__WP_038355212.1,C1192_RS10000
OG0003197,GCF_000005845.2,GCF_000005845.2__NP_415049.1,b0516,GCF_002900365.1,GCF_002900365.1__WP_010380095.1,C1192_RS09995
OG0003198,GCF_000005845.2,GCF_000005845.2__NP_415055.1,b0522,GCF_002900365.1,GCF_002900365.1__WP_000815515.1,C1192_RS09965
OG0003199,GCF_000005845.2,GCF_000005845.2__NP_415081.1,b0549,GCF_002900365.1,GCF_002900365.1__WP_038354854.1,C1192_RS06245
OG0003202,GCF_000005845.2,GCF_000005845.2__NP_415171.1,b0638,GCF_002900365.1,GCF_002900365.1__WP_016248457.1,C1192_RS09520
OG0003203,GCF_000005845.2,GCF_000005845.2__NP_415182.1,b0649,GCF_002900365.1,GCF_002900365.1__WP_038355253.1,C1192_RS09475
OG0003204,GCF_000005845.2,GCF_000005845.2__NP_415183.1,b0650,GCF_002900365.1,GCF_002900365.1__WP_038355254.1,C1192_RS09470
OG0003205,GCF_000005845.2,GCF_000005845.2__NP_415242.1,b0714,GCF_002900365.1,GCF_002900365.1__WP_038355814.1,C1192_RS09135
OG0003206,GCF_000005845.2,GCF_000005845.2__NP_415319.1,b0798,GCF_002900365.1,GCF_002900365.1__WP_072274915.1,C1192_RS08340
OG0003207,GCF_000005845.2,GCF_000005845.2__NP_415349.1,b0828,GCF_002900365.1,GCF_002900365.1__WP_016248516.1,C1192_RS08175
OG0003208,GCF_000005845.2,GCF_000005845.2__NP_415370.1,b0849,GCF_002900365.1,GCF_002900365.1__WP_001195226.1,C1192_RS08055
